work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2023,Data Engineer,Data Engineering,USD,120000.0,120000.0,United States,Mid-level,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,205600.0,205600.0,United States,Senior,full-time,In-person,United States,L
2023,Data Engineer,Data Engineering,USD,105700.0,105700.0,United States,Senior,full-time,In-person,United States,L
2023,Data Engineer,Data Engineering,USD,252000.0,252000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,129000.0,129000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,239748.0,239748.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,159832.0,159832.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,186300.0,186300.0,United States,Senior,full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,165000.0,165000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,132300.0,132300.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,190000.0,190000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,126000.0,126000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,149040.0,149040.0,United States,Senior,full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,113900.0,113900.0,United States,Senior,full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,153600.0,153600.0,United States,Senior,full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,106800.0,106800.0,United States,Senior,full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,180180.0,180180.0,United States,Senior,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,106020.0,106020.0,United States,Senior,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,153600.0,153600.0,United States,Senior,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,100500.0,100500.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,260000.0,260000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,225000.0,225000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,194500.0,194500.0,United States,Executive,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,115500.0,115500.0,United States,Executive,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,275000.0,275000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,160000.0,160000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,115934.0,115934.0,United States,Senior,full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,81666.0,81666.0,United States,Senior,full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,175000.0,175000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,120000.0,120000.0,United States,Senior,full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,150000.0,150000.0,United States,Senior,full-time,Remote,United States,M
2023,Research Engineer,Data Science and Research,USD,200000.0,200000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,206000.0,206000.0,United States,Mid-level,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,130000.0,130000.0,United States,Mid-level,full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,138000.0,138000.0,United Kingdom,Senior,full-time,Remote,United Kingdom,M
2023,Data Architect,Data Architecture and Modeling,USD,92000.0,92000.0,United Kingdom,Senior,full-time,Remote,United Kingdom,M
2023,Data Analyst,Data Analysis,USD,110000.0,110000.0,United States,Senior,full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,75000.0,75000.0,United States,Senior,full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,130000.0,130000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,160000.0,160000.0,United States,Mid-level,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,112000.0,112000.0,United States,Mid-level,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,162500.0,162500.0,United States,Mid-level,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,130000.0,130000.0,United States,Mid-level,full-time,In-person,United States,M
2023,Data Science Manager,Data Science and Research,USD,299500.0,299500.0,United States,Senior,full-time,In-person,United States,M
2023,Data Science Manager,Data Science and Research,USD,245100.0,245100.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,145000.0,145000.0,United States,Mid-level,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,100000.0,100000.0,United States,Mid-level,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,147100.0,147100.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,90700.0,90700.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,168400.0,168400.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,105200.0,105200.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,210000.0,210000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,160000.0,160000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,145000.0,145000.0,United States,Mid-level,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,100000.0,100000.0,United States,Mid-level,full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,222200.0,222200.0,United States,Senior,full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000.0,136000.0,United States,Senior,full-time,In-person,United States,L
2023,Data Analyst,Data Analysis,USD,100000.0,100000.0,United States,Mid-level,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,85000.0,85000.0,United States,Mid-level,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,200000.0,200000.0,United States,Executive,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,145000.0,145000.0,United States,Executive,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,140000.0,140000.0,United States,Mid-level,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,95000.0,95000.0,United States,Mid-level,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,185000.0,185000.0,United States,Senior,full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,120250.0,120250.0,United States,Senior,full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,140000.0,140000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,297300.0,297300.0,United States,Senior,full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,198200.0,198200.0,United States,Senior,full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,70000.0,70000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,55000.0,55000.0,United States,Senior,full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,275300.0,275300.0,United States,Senior,full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,183500.0,183500.0,United States,Senior,full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,75000.0,75000.0,United States,Mid-level,full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,65000.0,65000.0,United States,Mid-level,full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,149040.0,149040.0,United States,Senior,full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,113900.0,113900.0,United States,Senior,full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,180180.0,180180.0,United States,Senior,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,106020.0,106020.0,United States,Senior,full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,250000.0,250000.0,United States,Mid-level,full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,150000.0,150000.0,United States,Mid-level,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,139500.0,139500.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,109400.0,109400.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,105000.0,105000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,70000.0,70000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,210914.0,210914.0,United States,Executive,full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,116704.0,116704.0,United States,Executive,full-time,Remote,United States,M
2023,Research Scientist,Data Science and Research,USD,150000.0,150000.0,United States,Entry-level,full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,100000.0,100000.0,United States,Entry-level,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,146000.0,146000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,75000.0,75000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,75000.0,75000.0,United States,Entry-level,full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,60000.0,60000.0,United States,Entry-level,full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,160000.0,160000.0,United States,Senior,full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,130000.0,130000.0,United States,Senior,full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,169000.0,169000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,110600.0,110600.0,United States,Senior,full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,139500.0,139500.0,United States,Senior,full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,109400.0,109400.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,178500.0,178500.0,United States,Senior,full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,252000.0,252000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,129000.0,129000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,163800.0,163800.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,126000.0,126000.0,United States,Senior,full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,247500.0,247500.0,United States,Senior,full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,172200.0,172200.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,239748.0,239748.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,159832.0,159832.0,United States,Senior,full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,163800.0,163800.0,United States,Senior,full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,126000.0,126000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,128750.0,128750.0,United States,Mid-level,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,252000.0,252000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,129000.0,129000.0,United States,Senior,full-time,In-person,United States,M
